win,lose,probability
Minnesota Timberwolves,Milwaukee Bucks,0.567393068921012
New Orleans Pelicans,New York Knicks,0.5490762742567638
San Antonio Spurs,Portland Trail Blazers,0.7798593799394039
Washington Wizards,Brooklyn Nets,0.8461160585770071
Chicago Bulls,Milwaukee Bucks,0.6810352976508528
Cleveland Cavaliers,Charlotte Hornets,0.7196949169821925
Houston Rockets,New York Knicks,0.7161298667113041
Oklahoma City Thunder,Los Angeles Clippers,0.610569366539605
Sacramento Kings,Memphis Grizzlies,0.5142090250767182
Utah Jazz,Phoenix Suns,0.8100416135562225
San Antonio Spurs,Atlanta Hawks,0.765239855944941
Indiana Pacers,Orlando Magic,0.6981829778784462
Toronto Raptors,Los Angeles Lakers,0.9135915053284014
Miami Heat,Detroit Pistons,0.5995412054959726
Portland Trail Blazers,Minnesota Timberwolves,0.7012688627355284
Utah Jazz,Brooklyn Nets,0.7813047071531678
Charlotte Hornets,Chicago Bulls,0.6247678072436689
Cleveland Cavaliers,New Orleans Pelicans,0.8974067861583455
Golden State Warriors,Denver Nuggets,0.9278521322322261
Houston Rockets,Washington Wizards,0.5453527488197321
Los Angeles Clippers,Phoenix Suns,0.8877346322719544
Oklahoma City Thunder,Milwaukee Bucks,0.869943227342475
Orlando Magic,New York Knicks,0.5177872547816958
Boston Celtics,Utah Jazz,0.616867042460741
Dallas Mavericks,Washington Wizards,0.5296588499603005
Denver Nuggets,Sacramento Kings,0.5478659696706033
Indiana Pacers,Detroit Pistons,0.5248023865674307
Memphis Grizzlies,Los Angeles Lakers,0.7212652050500493
Minnesota Timberwolves,Philadelphia 76ers,0.7411981691180852
Miami Heat,Phoenix Suns,0.8206859008971538
San Antonio Spurs,Toronto Raptors,0.6521721244465024
Oklahoma City Thunder,Charlotte Hornets,0.6859989753305125
Cleveland Cavaliers,Chicago Bulls,0.7955256310655471
Golden State Warriors,Portland Trail Blazers,0.8207509797571922
Los Angeles Clippers,Memphis Grizzlies,0.7639844451261013
New York Knicks,Milwaukee Bucks,0.5575051913817636
Atlanta Hawks,Orlando Magic,0.6846613223443181
Miami Heat,Sacramento Kings,0.7117461007904857
Dallas Mavericks,Phoenix Suns,0.8035046328379359
San Antonio Spurs,Denver Nuggets,0.8969046222476157
Charlotte Hornets,Detroit Pistons,0.568702443824685
Oklahoma City Thunder,Houston Rockets,0.7654892755237377
Indiana Pacers,Brooklyn Nets,0.8765598917063062
Atlanta Hawks,New Orleans Pelicans,0.747435610873133
Portland Trail Blazers,Los Angeles Lakers,0.9325429010844659
Toronto Raptors,Utah Jazz,0.6930688761430797
Boston Celtics,Philadelphia 76ers,0.9442544684485966
Cleveland Cavaliers,Brooklyn Nets,0.9363480151821453
Golden State Warriors,Memphis Grizzlies,0.9082747179927166
Miami Heat,Los Angeles Lakers,0.8711850007939276
Milwaukee Bucks,New York Knicks,0.5517890119536225
Houston Rockets,Orlando Magic,0.5824181990537023
Los Angeles Clippers,Sacramento Kings,0.7527459413319029
Washington Wizards,Minnesota Timberwolves,0.6900358166944761
Boston Celtics,New Orleans Pelicans,0.8106161878804704
Toronto Raptors,Chicago Bulls,0.7315071666558557
Atlanta Hawks,Dallas Mavericks,0.6034144700068507
Indiana Pacers,New York Knicks,0.7566940850735794
Utah Jazz,Minnesota Timberwolves,0.6432680205575261
Oklahoma City Thunder,Denver Nuggets,0.8677574789447965
San Antonio Spurs,Charlotte Hornets,0.7541831530313922
Brooklyn Nets,Philadelphia 76ers,0.7465017771087928
Los Angeles Clippers,Miami Heat,0.5532766742417521
Orlando Magic,Los Angeles Lakers,0.7108885071460905
Utah Jazz,Memphis Grizzlies,0.5724895197751151
Washington Wizards,Milwaukee Bucks,0.6307724400362202
Cleveland Cavaliers,Phoenix Suns,0.9229468212024677
Portland Trail Blazers,Detroit Pistons,0.6990199428784082
Golden State Warriors,Sacramento Kings,0.9159266926734151
Toronto Raptors,Houston Rockets,0.6962936652851661
Oklahoma City Thunder,Chicago Bulls,0.7951198650316237
Dallas Mavericks,Minnesota Timberwolves,0.622695077821283
New York Knicks,New Orleans Pelicans,0.586130348610781
Atlanta Hawks,Brooklyn Nets,0.8456196535240779
Golden State Warriors,Miami Heat,0.7911742185360661
Charlotte Hornets,Houston Rockets,0.5834084184070334
Portland Trail Blazers,Los Angeles Lakers,0.8483928590312041
Detroit Pistons,Sacramento Kings,0.6098074412786008
San Antonio Spurs,Milwaukee Bucks,0.916016748847482
Toronto Raptors,Boston Celtics,0.5975207563084377
Cleveland Cavaliers,Utah Jazz,0.7966816936931855
Washington Wizards,Chicago Bulls,0.5478189803407182
Boston Celtics,Washington Wizards,0.6427670612002568
Los Angeles Clippers,Orlando Magic,0.7730637959391672
Houston Rockets,Minnesota Timberwolves,0.6397714845994567
Oklahoma City Thunder,Memphis Grizzlies,0.8347770554924671
New York Knicks,Philadelphia 76ers,0.7258451774887655
Cleveland Cavaliers,Portland Trail Blazers,0.6403343872349023
New Orleans Pelicans,Brooklyn Nets,0.5733514509630415
Indiana Pacers,Denver Nuggets,0.6742115198912051
Golden State Warriors,Detroit Pistons,0.856853030973162
Chicago Bulls,New York Knicks,0.6135326045001834
Dallas Mavericks,Phoenix Suns,0.7269556966547637
San Antonio Spurs,Los Angeles Lakers,0.9649934450904267
Atlanta Hawks,Boston Celtics,0.5163229687678751
Houston Rockets,Memphis Grizzlies,0.6406813275265697
Miami Heat,Milwaukee Bucks,0.7502322702846357
Oklahoma City Thunder,Minnesota Timberwolves,0.8633478100357971
Charlotte Hornets,Philadelphia 76ers,0.9034159603649791
Portland Trail Blazers,Orlando Magic,0.8017125646545915
Cleveland Cavaliers,Sacramento Kings,0.8659894175901847
Toronto Raptors,Brooklyn Nets,0.9237674656875107
Utah Jazz,Detroit Pistons,0.5134389081226205
Chicago Bulls,New Orleans Pelicans,0.7058850521631553
Los Angeles Clippers,Los Angeles Lakers,0.9209324031754035
San Antonio Spurs,Phoenix Suns,0.9390093867644673
Utah Jazz,Orlando Magic,0.6475222808220112
Washington Wizards,Philadelphia 76ers,0.9151046269912663
Atlanta Hawks,Milwaukee Bucks,0.7933888774763623
Houston Rockets,Brooklyn Nets,0.7786956819287391
Dallas Mavericks,Minnesota Timberwolves,0.6864655680278434
Detroit Pistons,Los Angeles Lakers,0.8106286894423906
Chicago Bulls,Memphis Grizzlies,0.5310711902644121
Oklahoma City Thunder,Sacramento Kings,0.8461195943205716
Toronto Raptors,New York Knicks,0.841450801032791
Boston Celtics,Charlotte Hornets,0.5171687926160634
Denver Nuggets,Orlando Magic,0.5153908817751589
Golden State Warriors,Cleveland Cavaliers,0.5914453295149383
Indiana Pacers,New Orleans Pelicans,0.7786524064217327
Oklahoma City Thunder,Los Angeles Clippers,0.6426045583313946
Milwaukee Bucks,Philadelphia 76ers,0.8464041407624271
Atlanta Hawks,New York Knicks,0.7421399668386865
Utah Jazz,Phoenix Suns,0.744179246221472
Portland Trail Blazers,Washington Wizards,0.559585218754147
Toronto Raptors,Brooklyn Nets,0.8978263456361243
Dallas Mavericks,Chicago Bulls,0.5034230377478098
Denver Nuggets,Los Angeles Lakers,0.6658201612026707
Miami Heat,Houston Rockets,0.6021850739655056
San Antonio Spurs,Minnesota Timberwolves,0.9092583417588841
Boston Celtics,New York Knicks,0.7909775658069331
Charlotte Hornets,Portland Trail Blazers,0.5519497005502927
Atlanta Hawks,Detroit Pistons,0.5735510732028435
Golden State Warriors,Oklahoma City Thunder,0.6298124793423354
Houston Rockets,Milwaukee Bucks,0.717397260517577
Orlando Magic,New Orleans Pelicans,0.524739797294214
Toronto Raptors,Philadelphia 76ers,0.9386712930813259
Indiana Pacers,Sacramento Kings,0.6639583266155623
Washington Wizards,Memphis Grizzlies,0.6299089534475873
Cleveland Cavaliers,Phoenix Suns,0.9303243302017005
Los Angeles Clippers,Minnesota Timberwolves,0.8089358253984212
Miami Heat,Dallas Mavericks,0.6196227072581804
Washington Wizards,New York Knicks,0.6268281809350196
San Antonio Spurs,Denver Nuggets,0.9086745922554987
Atlanta Hawks,Chicago Bulls,0.6575164405602385
Toronto Raptors,Charlotte Hornets,0.6053230986888041
Dallas Mavericks,Utah Jazz,0.5019129756616731
Golden State Warriors,Houston Rockets,0.8660848035776723
Indiana Pacers,Los Angeles Lakers,0.8440375536906396
Memphis Grizzlies,Sacramento Kings,0.597974059970698
New Orleans Pelicans,Brooklyn Nets,0.7354687410495064
Orlando Magic,Milwaukee Bucks,0.6254829974098145
Portland Trail Blazers,Philadelphia 76ers,0.8901203497226725
Atlanta Hawks,Philadelphia 76ers,0.9446951987191824
Boston Celtics,Portland Trail Blazers,0.5529261771504979
Chicago Bulls,Sacramento Kings,0.6426261214904312
Charlotte Hornets,Brooklyn Nets,0.8959010538102691
San Antonio Spurs,Cleveland Cavaliers,0.6166399483017135
Los Angeles Clippers,Denver Nuggets,0.7612641573253165
Detroit Pistons,Washington Wizards,0.5602392354749467
Houston Rockets,Memphis Grizzlies,0.5687643147343217
Miami Heat,Milwaukee Bucks,0.7790559176965105
New York Knicks,Phoenix Suns,0.6837232792566159
Indiana Pacers,Utah Jazz,0.5450556370911475
Dallas Mavericks,Los Angeles Lakers,0.8576149427157155
Minnesota Timberwolves,Denver Nuggets,0.5447210494346707
Golden State Warriors,Orlando Magic,0.9076670642315987
Toronto Raptors,Phoenix Suns,0.9016060335571602
Los Angeles Clippers,Atlanta Hawks,0.5443711591863781
San Antonio Spurs,Brooklyn Nets,0.9497689992264281
Charlotte Hornets,Washington Wizards,0.641859711480003
Detroit Pistons,Sacramento Kings,0.694248338927906
Indiana Pacers,New York Knicks,0.7566940850735794
Golden State Warriors,Miami Heat,0.8232015229375252
Houston Rockets,Milwaukee Bucks,0.6528183203222447
Cleveland Cavaliers,New Orleans Pelicans,0.8882400051497457
Oklahoma City Thunder,Utah Jazz,0.7692735001367137
Utah Jazz,Denver Nuggets,0.6217527384031739
Chicago Bulls,Orlando Magic,0.5449637121603108
Los Angeles Clippers,Philadelphia 76ers,0.923496371025898
Minnesota Timberwolves,Phoenix Suns,0.5724391847742301
San Antonio Spurs,Toronto Raptors,0.7009434616258124
Boston Celtics,Washington Wizards,0.5975022901283911
Boston Celtics,Houston Rockets,0.6204540067647919
Miami Heat,Brooklyn Nets,0.8489619214796328
Atlanta Hawks,Chicago Bulls,0.629396886064044
Golden State Warriors,Charlotte Hornets,0.8123331300654172
Cleveland Cavaliers,Sacramento Kings,0.867615297190642
Dallas Mavericks,New York Knicks,0.7031218718736173
Toronto Raptors,Memphis Grizzlies,0.7671043991257955
Milwaukee Bucks,Philadelphia 76ers,0.8464041407624271
Oklahoma City Thunder,New Orleans Pelicans,0.8711785255245598
Portland Trail Blazers,Los Angeles Lakers,0.9325429010844659
Denver Nuggets,Phoenix Suns,0.7117088049524785
Indiana Pacers,Minnesota Timberwolves,0.6942104215358824
Oklahoma City Thunder,Dallas Mavericks,0.768686263882058
Utah Jazz,Los Angeles Lakers,0.8626594804189224
Atlanta Hawks,Washington Wizards,0.6446944820849028
Boston Celtics,Orlando Magic,0.7378548544684833
Miami Heat,Chicago Bulls,0.6354019641584048
Cleveland Cavaliers,Brooklyn Nets,0.9464020146192054
Indiana Pacers,Sacramento Kings,0.724945914456684
San Antonio Spurs,New Orleans Pelicans,0.9108386418124003
Charlotte Hornets,New York Knicks,0.7383336619601594
Houston Rockets,Philadelphia 76ers,0.8597235865738233
Portland Trail Blazers,Memphis Grizzlies,0.7934731957053773
Toronto Raptors,Milwaukee Bucks,0.8422819018054294
Charlotte Hornets,Sacramento Kings,0.7615812848471456
Golden State Warriors,Los Angeles Clippers,0.7544680857966444
Miami Heat,Detroit Pistons,0.5995412054959726
Boston Celtics,Milwaukee Bucks,0.743838422783091
Minnesota Timberwolves,Brooklyn Nets,0.7484926767053693
Denver Nuggets,Phoenix Suns,0.5741649518744529
Utah Jazz,Memphis Grizzlies,0.6357865669678188
Atlanta Hawks,New York Knicks,0.7923636466273631
Chicago Bulls,Philadelphia 76ers,0.90474203277536
Oklahoma City Thunder,Cleveland Cavaliers,0.5156978512124792
Indiana Pacers,Houston Rockets,0.5732900248117901
Washington Wizards,New Orleans Pelicans,0.6333219123061715
Golden State Warriors,Portland Trail Blazers,0.7500931334563268
San Antonio Spurs,Dallas Mavericks,0.8344073983335555
Toronto Raptors,Orlando Magic,0.7978778614321855
Boston Celtics,Detroit Pistons,0.61785450352815
Cleveland Cavaliers,Dallas Mavericks,0.803390118052896
Miami Heat,Brooklyn Nets,0.8888985848666004
Orlando Magic,Minnesota Timberwolves,0.5077492212776962
Sacramento Kings,Philadelphia 76ers,0.7575242681233847
Memphis Grizzlies,Phoenix Suns,0.6365151204739086
Houston Rockets,Sacramento Kings,0.6813177952843918
Denver Nuggets,Los Angeles Lakers,0.6658201612026707
Portland Trail Blazers,Charlotte Hornets,0.6060851847548342
San Antonio Spurs,Oklahoma City Thunder,0.5682747911951349
Toronto Raptors,New Orleans Pelicans,0.857203346778095
Washington Wizards,New York Knicks,0.7065835230230181
Toronto Raptors,Boston Celtics,0.6043791806145247
New York Knicks,Brooklyn Nets,0.6031791269396234
Cleveland Cavaliers,Minnesota Timberwolves,0.877286889357247
Dallas Mavericks,Philadelphia 76ers,0.9138029453853781
Denver Nuggets,Memphis Grizzlies,0.5026349909218447
Detroit Pistons,New Orleans Pelicans,0.75189743239516
Golden State Warriors,Charlotte Hornets,0.7986125351117032
Atlanta Hawks,Miami Heat,0.5069972520676643
Oklahoma City Thunder,Chicago Bulls,0.7824336090587999
Indiana Pacers,Orlando Magic,0.6406562819895487
Los Angeles Clippers,Phoenix Suns,0.8494678320822816
Utah Jazz,Milwaukee Bucks,0.7130795386822577
Atlanta Hawks,Houston Rockets,0.5882114323252328
Golden State Warriors,Los Angeles Clippers,0.7808195823344841
San Antonio Spurs,Philadelphia 76ers,0.9798055193554129
Washington Wizards,Los Angeles Lakers,0.859634796775776
Boston Celtics,Los Angeles Lakers,0.905871760531952
Indiana Pacers,Brooklyn Nets,0.8181088549505923
Denver Nuggets,Milwaukee Bucks,0.5899612334944675
Detroit Pistons,Minnesota Timberwolves,0.7123869192480687
Houston Rockets,Chicago Bulls,0.5593091119831247
Oklahoma City Thunder,Memphis Grizzlies,0.8347770554924671
Toronto Raptors,Orlando Magic,0.7769412492565825
Portland Trail Blazers,Dallas Mavericks,0.7164720553670941
Sacramento Kings,Phoenix Suns,0.7211170139698437
Atlanta Hawks,Orlando Magic,0.7394771788923993
Indiana Pacers,Detroit Pistons,0.5705910583250426
Miami Heat,Philadelphia 76ers,0.9400656933281005
Memphis Grizzlies,Minnesota Timberwolves,0.5204990752153843
Cleveland Cavaliers,New York Knicks,0.8854441902577126
Milwaukee Bucks,Phoenix Suns,0.5515673412398382
Golden State Warriors,Sacramento Kings,0.9159266926734151
San Antonio Spurs,Denver Nuggets,0.9086745922554987
Charlotte Hornets,Utah Jazz,0.5885515593966171
Washington Wizards,New Orleans Pelicans,0.7314593503463656
Los Angeles Clippers,Boston Celtics,0.5464548660162789
Toronto Raptors,Brooklyn Nets,0.8978263456361243
Oklahoma City Thunder,Portland Trail Blazers,0.7002657893570103
Atlanta Hawks,Utah Jazz,0.6188513407561682
Dallas Mavericks,Denver Nuggets,0.6007091883051385
Detroit Pistons,Philadelphia 76ers,0.9230364750298572
Oklahoma City Thunder,Indiana Pacers,0.7258601645712582
San Antonio Spurs,Memphis Grizzlies,0.8763506133972246
Miami Heat,Minnesota Timberwolves,0.7393847534648921
New Orleans Pelicans,Phoenix Suns,0.6776678496853069
New York Knicks,Los Angeles Lakers,0.7610076382955308
Chicago Bulls,Sacramento Kings,0.5703091331523329
Toronto Raptors,Los Angeles Clippers,0.5378965943512554
Cleveland Cavaliers,Washington Wizards,0.8007485021475205
Charlotte Hornets,Brooklyn Nets,0.8959010538102691
Portland Trail Blazers,Dallas Mavericks,0.5636819512437172
Houston Rockets,Orlando Magic,0.6523455645400533
Atlanta Hawks,Denver Nuggets,0.7779251535882533
Washington Wizards,Brooklyn Nets,0.7617255069034545
Detroit Pistons,Los Angeles Lakers,0.872024463630342
Golden State Warriors,Chicago Bulls,0.875749991218912
Cleveland Cavaliers,Indiana Pacers,0.7567950511449815
Memphis Grizzlies,Phoenix Suns,0.7518822935441201
Miami Heat,Milwaukee Bucks,0.7502322702846357
Toronto Raptors,Minnesota Timberwolves,0.8160172836194963
Utah Jazz,New Orleans Pelicans,0.6587249725948272
Los Angeles Clippers,New York Knicks,0.7845505635243766
San Antonio Spurs,Philadelphia 76ers,0.9705308983148007
Boston Celtics,Sacramento Kings,0.7047547587907066
Charlotte Hornets,Houston Rockets,0.6195235304685496
Dallas Mavericks,Utah Jazz,0.5019129756616731
Cleveland Cavaliers,Oklahoma City Thunder,0.5751601812404151
Orlando Magic,Philadelphia 76ers,0.881364389817206
Portland Trail Blazers,Boston Celtics,0.6032665752314049
Miami Heat,Brooklyn Nets,0.8489619214796328
San Antonio Spurs,Detroit Pistons,0.8227790528640453
Golden State Warriors,Memphis Grizzlies,0.9028745175033633
Milwaukee Bucks,Los Angeles Lakers,0.7579206812138766
Minnesota Timberwolves,New Orleans Pelicans,0.5958422837572841
New York Knicks,Denver Nuggets,0.5347398933609554
Chicago Bulls,Phoenix Suns,0.7109976692553333
Atlanta Hawks,Sacramento Kings,0.7064174610274947
Indiana Pacers,Washington Wizards,0.5513209663089269
Los Angeles Clippers,Charlotte Hornets,0.5474334988865777
Cleveland Cavaliers,Denver Nuggets,0.8765253946379526
Dallas Mavericks,Orlando Magic,0.6378926505030319
Houston Rockets,Phoenix Suns,0.8132822715734602
Indiana Pacers,Milwaukee Bucks,0.7578416130452433
Golden State Warriors,Oklahoma City Thunder,0.6953453239731746
Miami Heat,Philadelphia 76ers,0.9073245714394702
Boston Celtics,Utah Jazz,0.5914039044621382
Chicago Bulls,Minnesota Timberwolves,0.6039632191928417
San Antonio Spurs,New York Knicks,0.9085499551708687
Sacramento Kings,New Orleans Pelicans,0.6287981968665431
Toronto Raptors,Detroit Pistons,0.6939573772631331
Memphis Grizzlies,Brooklyn Nets,0.682601117072917
Charlotte Hornets,Philadelphia 76ers,0.9440462177752403
Boston Celtics,Dallas Mavericks,0.6014974928944676
Golden State Warriors,Denver Nuggets,0.9194248893672546
San Antonio Spurs,Indiana Pacers,0.7999877313839537
Miami Heat,Orlando Magic,0.7227113812331494
Detroit Pistons,Milwaukee Bucks,0.6553126702978946
New Orleans Pelicans,Phoenix Suns,0.5224991374806014
Portland Trail Blazers,Atlanta Hawks,0.6013493555304095
Los Angeles Clippers,Utah Jazz,0.648633938376926
Oklahoma City Thunder,Washington Wizards,0.773732830031536
Toronto Raptors,Chicago Bulls,0.7315071666558557
Sacramento Kings,Los Angeles Lakers,0.6833552067812008
Cleveland Cavaliers,Minnesota Timberwolves,0.8813051076266365
Boston Celtics,Philadelphia 76ers,0.9442544684485966
Milwaukee Bucks,Brooklyn Nets,0.6016839027060099
Cleveland Cavaliers,Indiana Pacers,0.7232596822832602
Denver Nuggets,Minnesota Timberwolves,0.5693011831535052
Detroit Pistons,Dallas Mavericks,0.5546763769182979
Golden State Warriors,Sacramento Kings,0.9223175913591224
Miami Heat,Houston Rockets,0.5944538594192417
Los Angeles Clippers,Atlanta Hawks,0.5596522279618072
Memphis Grizzlies,New Orleans Pelicans,0.6650167987704446
Oklahoma City Thunder,New York Knicks,0.8772767943569258
San Antonio Spurs,Orlando Magic,0.8822813090121937
Phoenix Suns,Los Angeles Lakers,0.672642977130186
Toronto Raptors,Charlotte Hornets,0.6003531442268477
Portland Trail Blazers,Utah Jazz,0.5533417973675203
Boston Celtics,Chicago Bulls,0.6275279760202537
Indiana Pacers,Washington Wizards,0.5965729394624844
Cleveland Cavaliers,New York Knicks,0.8854968442011042
Charlotte Hornets,Detroit Pistons,0.568702443824685
Golden State Warriors,Los Angeles Clippers,0.7544680857966444
Houston Rockets,New Orleans Pelicans,0.6552987550935443
Portland Trail Blazers,Orlando Magic,0.6483246716081239
Sacramento Kings,Denver Nuggets,0.5788994633655972
Atlanta Hawks,Miami Heat,0.5078691173869062
Chicago Bulls,Phoenix Suns,0.785570021663583
Denver Nuggets,Brooklyn Nets,0.765517597723593
Indiana Pacers,Memphis Grizzlies,0.6873194998673998
San Antonio Spurs,Los Angeles Clippers,0.7308983716417341
Utah Jazz,Milwaukee Bucks,0.6562562596500869
Dallas Mavericks,Minnesota Timberwolves,0.622695077821283
Oklahoma City Thunder,Los Angeles Lakers,0.9478613998754521
Washington Wizards,Philadelphia 76ers,0.8477520081281926
Toronto Raptors,Boston Celtics,0.5975207563084377
Cleveland Cavaliers,Chicago Bulls,0.7955256310655471
Dallas Mavericks,New Orleans Pelicans,0.7281782769342794
Golden State Warriors,Brooklyn Nets,0.9696865228121905
Houston Rockets,Minnesota Timberwolves,0.6998918745924173
Miami Heat,Indiana Pacers,0.5421677246577804
New York Knicks,Philadelphia 76ers,0.8485881796801598
Atlanta Hawks,Orlando Magic,0.6846613223443181
Charlotte Hornets,Sacramento Kings,0.7022953764394165
Denver Nuggets,Memphis Grizzlies,0.5026349909218447
Boston Celtics,Detroit Pistons,0.5715922304032374
Los Angeles Clippers,Charlotte Hornets,0.5645246919760838
San Antonio Spurs,Los Angeles Lakers,0.9578953825716872
Milwaukee Bucks,Phoenix Suns,0.680057757185257
Oklahoma City Thunder,New Orleans Pelicans,0.8899354633464398
Toronto Raptors,Portland Trail Blazers,0.6343061794476726
Washington Wizards,Utah Jazz,0.5060726534258764
Boston Celtics,Atlanta Hawks,0.5122242927176798
Cleveland Cavaliers,Milwaukee Bucks,0.8861283047607648
Miami Heat,Dallas Mavericks,0.6095794005696444
Indiana Pacers,Houston Rockets,0.5397939307886851
Toronto Raptors,New York Knicks,0.8219731580826413
Golden State Warriors,Philadelphia 76ers,0.9773738853192209
Sacramento Kings,Minnesota Timberwolves,0.5806182584135342
Chicago Bulls,Denver Nuggets,0.6607581107997126
Portland Trail Blazers,Detroit Pistons,0.5331414692550105
Charlotte Hornets,Los Angeles Lakers,0.8659773355751487
Memphis Grizzlies,Phoenix Suns,0.7518822935441201
Oklahoma City Thunder,Utah Jazz,0.7525640807486766
Golden State Warriors,Washington Wizards,0.8713863355994995
Atlanta Hawks,Dallas Mavericks,0.6395125360872745
Cleveland Cavaliers,Boston Celtics,0.7188975081378295
Los Angeles Clippers,Houston Rockets,0.6642561983671378
Miami Heat,Philadelphia 76ers,0.9400656933281005
Milwaukee Bucks,Denver Nuggets,0.5305332928397013
Detroit Pistons,New Orleans Pelicans,0.6577846261277418
Orlando Magic,New York Knicks,0.6240194288320101
Sacramento Kings,Brooklyn Nets,0.7737280758320539
San Antonio Spurs,Indiana Pacers,0.7855515311660134
Toronto Raptors,Washington Wizards,0.7161876452477027
Utah Jazz,Minnesota Timberwolves,0.6954202492990756
Golden State Warriors,Chicago Bulls,0.8849159546593637
Charlotte Hornets,Phoenix Suns,0.8138728583595936
Oklahoma City Thunder,Portland Trail Blazers,0.6023692587002472
Cleveland Cavaliers,Atlanta Hawks,0.7171960409659937
Dallas Mavericks,Memphis Grizzlies,0.6260214927102982
Boston Celtics,Los Angeles Lakers,0.8673399407976593
Los Angeles Clippers,Milwaukee Bucks,0.7873931972737032
San Antonio Spurs,New Orleans Pelicans,0.9108386418124003
Miami Heat,Orlando Magic,0.6902116751011023
New York Knicks,Philadelphia 76ers,0.7258451774887655
Oklahoma City Thunder,Phoenix Suns,0.9106507724178184
Utah Jazz,Brooklyn Nets,0.8493810116890076
Toronto Raptors,Washington Wizards,0.7059355915081473
Los Angeles Clippers,Chicago Bulls,0.6824153658796144
Charlotte Hornets,Denver Nuggets,0.7118864258433442
Houston Rockets,Memphis Grizzlies,0.6406813275265697
Cleveland Cavaliers,Miami Heat,0.7341726556004026
Toronto Raptors,Milwaukee Bucks,0.8244325316174819
Detroit Pistons,Philadelphia 76ers,0.8610478181736121
Portland Trail Blazers,Brooklyn Nets,0.9254369655381472
San Antonio Spurs,Minnesota Timberwolves,0.9092583417588841
Atlanta Hawks,Indiana Pacers,0.563252901275912
Oklahoma City Thunder,Dallas Mavericks,0.77663270190089
New Orleans Pelicans,Los Angeles Lakers,0.6178737312543642
Golden State Warriors,New York Knicks,0.9287285445869047
Boston Celtics,Phoenix Suns,0.8156524374808503
Utah Jazz,Sacramento Kings,0.6108016175980986
Washington Wizards,Orlando Magic,0.6417273335012739
Golden State Warriors,Atlanta Hawks,0.8104425907266268
Charlotte Hornets,Indiana Pacers,0.5602116102121114
Cleveland Cavaliers,Miami Heat,0.6765131431109547
Denver Nuggets,Sacramento Kings,0.5478659696706033
Detroit Pistons,Chicago Bulls,0.5740955082866214
Los Angeles Clippers,Boston Celtics,0.5616237945608654
Memphis Grizzlies,Brooklyn Nets,0.8002968024669438
Orlando Magic,New York Knicks,0.6240194288320101
Milwaukee Bucks,Philadelphia 76ers,0.724601126099314
San Antonio Spurs,Houston Rockets,0.8240196488430648
Utah Jazz,New Orleans Pelicans,0.7363990936370556
Dallas Mavericks,Los Angeles Lakers,0.8576149427157155
Oklahoma City Thunder,Portland Trail Blazers,0.7002657893570103
Washington Wizards,Phoenix Suns,0.7224569970966834
Atlanta Hawks,Brooklyn Nets,0.8970475499212509
Washington Wizards,Denver Nuggets,0.5952884475295827
Golden State Warriors,Boston Celtics,0.7967094608050151
Houston Rockets,Utah Jazz,0.5176896356005614
Indiana Pacers,Detroit Pistons,0.5705910583250426
Charlotte Hornets,Miami Heat,0.5020488815336577
Milwaukee Bucks,New York Knicks,0.5517890119536225
Los Angeles Clippers,Minnesota Timberwolves,0.7776813387083095
Toronto Raptors,New Orleans Pelicans,0.8260136447143729
Chicago Bulls,Orlando Magic,0.5449637121603108
San Antonio Spurs,Sacramento Kings,0.9018245808444777
Cleveland Cavaliers,Detroit Pistons,0.7831741777659103
Los Angeles Clippers,Memphis Grizzlies,0.7220481618758343
San Antonio Spurs,Oklahoma City Thunder,0.635055261774658
Phoenix Suns,Los Angeles Lakers,0.672642977130186
Portland Trail Blazers,Philadelphia 76ers,0.9605238500474294
Toronto Raptors,Atlanta Hawks,0.6023679494524472
Houston Rockets,Chicago Bulls,0.5217516480971118
Charlotte Hornets,Orlando Magic,0.7370902346086575
Dallas Mavericks,Brooklyn Nets,0.8439369869006226
Boston Celtics,Denver Nuggets,0.7142988079634254
Indiana Pacers,Milwaukee Bucks,0.7061910517184091
Golden State Warriors,Minnesota Timberwolves,0.9260227304305342
Washington Wizards,Sacramento Kings,0.5840836693308116
Charlotte Hornets,New Orleans Pelicans,0.8100091498841597
Dallas Mavericks,Phoenix Suns,0.8035046328379359
Detroit Pistons,New York Knicks,0.7282113785676753
Los Angeles Clippers,Philadelphia 76ers,0.9534891436974156
Atlanta Hawks,Memphis Grizzlies,0.6724705057064926
Toronto Raptors,Miami Heat,0.6226104995795528
Milwaukee Bucks,Minnesota Timberwolves,0.5322900054587711
Oklahoma City Thunder,Utah Jazz,0.7525640807486766
Cleveland Cavaliers,Orlando Magic,0.853607915642588
Portland Trail Blazers,Washington Wizards,0.7210303054813777
Sacramento Kings,Denver Nuggets,0.5788994633655972
Golden State Warriors,San Antonio Spurs,0.6008352216469313
Boston Celtics,Chicago Bulls,0.6556214202978473
New York Knicks,Brooklyn Nets,0.6031791269396234
Cleveland Cavaliers,Houston Rockets,0.7932261703191601
Miami Heat,Indiana Pacers,0.543170646823008
Los Angeles Lakers,Philadelphia 76ers,0.7099304826187277
Portland Trail Blazers,Phoenix Suns,0.7911011345381417
Charlotte Hornets,Chicago Bulls,0.6547291818666808
Denver Nuggets,Los Angeles Lakers,0.7843119763162967
Memphis Grizzlies,Milwaukee Bucks,0.6384825119834491
Washington Wizards,Minnesota Timberwolves,0.6173827019385769
